x,y1,y2,y3,y4,y5
5.8,-0.664657446,-0.650657446,-0.588657446,-0.640657446,-0.633657446
5.9,-0.712977681,-0.620977681,-0.658977681,-0.705977681,-0.642977681
6,-0.758127087,-0.709127087,-0.691127087,-0.727127087,-0.706127087
6.1,-0.79990487,-0.77790487,-0.75890487,-0.77590487,-0.79590487
6.2,-0.838125233,-0.774125233,-0.811125233,-0.783125233,-0.759125233
6.3,-0.872618197,-0.841618197,-0.788618197,-0.804618197,-0.809618197
6.4,-0.903230362,-0.883230362,-0.809230362,-0.853230362,-0.849230362
6.5,-0.929825586,-0.929825586,-0.890825586,-0.919825586,-0.900825586
6.6,-0.952285592,-0.908285592,-0.863285592,-0.868285592,-0.873285592
6.7,-0.970510493,-0.963510493,-0.959510493,-0.917510493,-0.892510493
6.8,-0.984419239,-0.950419239,-0.972419239,-0.904419239,-0.970419239
6.9,-0.993949971,-0.911949971,-0.920949971,-0.966949971,-0.966949971
7,-0.999060306,-0.963060306,-0.945060306,-0.917060306,-0.941060306
7.1,-0.999727514,-0.981727514,-0.920727514,-0.975727514,-0.911727514
7.2,-0.995948629,-0.938948629,-0.983948629,-0.917948629,-0.949948629
7.3,-0.987740457,-0.977740457,-0.899740457,-0.971740457,-0.987740457
7.4,-0.975139502,-0.883139502,-0.948139502,-0.933139502,-0.949139502
7.5,-0.958201804,-0.928201804,-0.918201804,-0.918201804,-0.921201804
7.6,-0.93700269,-0.93500269,-0.92200269,-0.85500269,-0.88800269
7.7,-0.91163644,-0.89363644,-0.89263644,-0.82263644,-0.86463644
7.8,-0.882215864,-0.800215864,-0.827215864,-0.812215864,-0.784215864
7.9,-0.848871806,-0.829871806,-0.807871806,-0.813871806,-0.835871806
8,-0.811752555,-0.784752555,-0.792752555,-0.772752555,-0.736752555
8.1,-0.771023194,-0.735023194,-0.686023194,-0.739023194,-0.722023194
8.2,-0.726864857,-0.636864857,-0.726864857,-0.651864857,-0.724864857
8.3,-0.67947393,-0.58147393,-0.63547393,-0.64747393,-0.60647393
8.4,-0.629061176,-0.592061176,-0.613061176,-0.595061176,-0.530061176
8.5,-0.575850795,-0.561850795,-0.502850795,-0.496850795,-0.543850795
8.6,-0.520079429,-0.501079429,-0.453079429,-0.483079429,-0.483079429
8.7,-0.461995112,-0.412995112,-0.377995112,-0.431995112,-0.376995112
8.8,-0.401856162,-0.325856162,-0.354856162,-0.390856162,-0.389856162
8.9,-0.339930035,-0.336930035,-0.275930035,-0.257930035,-0.310930035
9,-0.276492135,-0.257492135,-0.183492135,-0.210492135,-0.246492135
9.1,-0.21182459,-0.11182459,-0.14882459,-0.17482459,-0.13782459
9.2,-0.146214997,-0.067214997,-0.089214997,-0.115214997,-0.114214997
9.3,-0.079955141,-0.053955141,-0.028955141,-0.066955141,-0.024955141
9.4,-0.013339701,0.076660299,-0.000339701000000001,0.080660299,0.024660299
9.5,0.053335066,0.070335066,0.121335066,0.106335066,0.083335066
9.6,0.119772635,0.129772635,0.155772635,0.127772635,0.157772635
9.7,0.185677539,0.240677539,0.262677539,0.216677539,0.241677539
9.8,0.250756678,0.256756678,0.250756678,0.297756678,0.333756678
9.9,0.314720626,0.333720626,0.360720626,0.411720626,0.395720626
10,0.377284915,0.439284915,0.402284915,0.467284915,0.464284915
10.1,0.438171303,0.496171303,0.496171303,0.508171303,0.500171303
10.2,0.497109009,0.559109009,0.553109009,0.581109009,0.548109009
10.3,0.55383592,0.64883592,0.60383592,0.62483592,0.64283592
10.4,0.608099754,0.664099754,0.622099754,0.622099754,0.687099754
10.5,0.659659183,0.746659183,0.696659183,0.739659183,0.678659183
10.6,0.708284907,0.789284907,0.736284907,0.711284907,0.797284907
10.7,0.753760671,0.822760671,0.842760671,0.846760671,0.793760671
10.8,0.795884232,0.865884232,0.841884232,0.813884232,0.795884232
10.9,0.834468253,0.836468253,0.845468253,0.924468253,0.868468253
11,0.869341139,0.882341139,0.870341139,0.959341139,0.926341139
11.1,0.9003478,0.9483478,0.9533478,0.9623478,0.9113478
11.2,0.927350339,0.959350339,1.022350339,0.997350339,0.942350339
11.3,0.950228669,1.032228669,0.962228669,1.000228669,1.027228669
11.4,0.968881042,1.045881042,1.058881042,0.997881042,1.023881042
11.5,0.983224506,1.038224506,1.051224506,1.009224506,1.051224506
11.6,0.99319527,1.07819527,1.07619527,0.99419527,1.04419527
11.7,0.998748993,1.075748993,1.095748993,0.999748993,1.055748993
11.8,0.999860973,1.032860973,1.078860973,1.068860973,1.024860973
11.9,0.996526268,1.028526268,1.008526268,1.042526268,1.017526268
12,0.988759705,1.033759705,1.063759705,1.050759705,1.030759705
12.1,0.976595827,1.062595827,1.073595827,1.038595827,1.005595827
12.2,0.96008873,1.04308873,1.05908873,0.98708873,0.98308873
12.3,0.939311825,1.034311825,0.951311825,0.960311825,1.029311825
12.4,0.914357514,0.914357514,0.992357514,0.930357514,0.915357514
12.5,0.885336776,0.944336776,0.935336776,0.953336776,0.958336776
12.6,0.852378676,0.857378676,0.939378676,0.897378676,0.855378676
12.7,0.815629788,0.878629788,0.876629788,0.914629788,0.870629788
12.8,0.775253545,0.805253545,0.816253545,0.832253545,0.775253545
12.9,0.731429513,0.780429513,0.756429513,0.755429513,0.810429513
13,0.684352591,0.706352591,0.719352591,0.761352591,0.755352591
13.1,0.634232145,0.684232145,0.727232145,0.660232145,0.716232145
13.2,0.581291075,0.644291075,0.587291075,0.623291075,0.667291075
13.3,0.525764826,0.551764826,0.586764826,0.529764826,0.618764826
13.4,0.46790034,0.50390034,0.48990034,0.55290034,0.48990034
13.5,0.407954959,0.430954959,0.420954959,0.470954959,0.451954959
13.6,0.346195278,0.424195278,0.427195278,0.408195278,0.356195278
13.7,0.282895961,0.368895961,0.282895961,0.317895961,0.355895961
13.8,0.218338519,0.242338519,0.283338519,0.218338519,0.286338519
13.9,0.15281006,0.15281006,0.16181006,0.19281006,0.20481006
14,0.086602007,0.101602007,0.173602007,0.172602007,0.136602007
14.1,0.020008809,0.106008809,0.102008809,0.049008809,0.037008809
14.2,-0.046673374,-0.000673373999999997,-0.039673374,-0.023673374,-0.010673374
14.3,-0.113147987,-0.014147987,-0.110147987,-0.103147987,-0.029147987
14.4,-0.179119396,-0.116119396,-0.148119396,-0.124119396,-0.166119396
14.5,-0.244294207,-0.241294207,-0.205294207,-0.168294207,-0.214294207
14.6,-0.308382566,-0.219382566,-0.265382566,-0.293382566,-0.224382566
14.7,-0.371099455,-0.323099455,-0.336099455,-0.340099455,-0.359099455
14.8,-0.432165951,-0.353165951,-0.369165951,-0.414165951,-0.336165951
14.9,-0.491310473,-0.490310473,-0.457310473,-0.445310473,-0.461310473
15,-0.548269987,-0.493269987,-0.473269987,-0.527269987,-0.475269987
15.1,-0.602791178,-0.554791178,-0.585791178,-0.549791178,-0.516791178
15.2,-0.654631573,-0.572631573,-0.644631573,-0.597631573,-0.612631573
15.3,-0.703560621,-0.684560621,-0.677560621,-0.679560621,-0.670560621
15.4,-0.749360721,-0.720360721,-0.668360721,-0.686360721,-0.667360721
15.5,-0.791828185,-0.745828185,-0.703828185,-0.752828185,-0.785828185
15.6,-0.830774147,-0.774774147,-0.748774147,-0.764774147,-0.734774147
15.7,-0.866025404,-0.791025404,-0.859025404,-0.841025404,-0.791025404
15.8,-0.897425181,-0.847425181,-0.851425181,-0.864425181,-0.864425181
15.9,-0.924833835,-0.904833835,-0.919833835,-0.918833835,-0.872833835
16,-0.948129471,-0.895129471,-0.875129471,-0.867129471,-0.865129471
16.1,-0.967208486,-0.965208486,-0.935208486,-0.939208486,-0.884208486
16.2,-0.98198603,-0.93398603,-0.91698603,-0.89798603,-0.97398603
16.3,-0.992396383,-0.922396383,-0.991396383,-0.965396383,-0.950396383
16.4,-0.998393246,-0.914393246,-0.921393246,-0.929393246,-0.924393246
16.5,-0.99994995,-0.94894995,-0.96694995,-0.97594995,-0.91394995
16.6,-0.997059571,-0.947059571,-0.915059571,-0.948059571,-0.927059571
16.7,-0.989734965,-0.984734965,-0.900734965,-0.983734965,-0.969734965
16.8,-0.978008705,-0.952008705,-0.882008705,-0.954008705,-0.949008705
16.9,-0.961932942,-0.874932942,-0.957932942,-0.872932942,-0.944932942
17,-0.941579171,-0.908579171,-0.882579171,-0.862579171,-0.884579171
17.1,-0.917037909,-0.901037909,-0.829037909,-0.916037909,-0.895037909
17.2,-0.8884183,-0.8714183,-0.8244183,-0.8674183,-0.8644183
17.3,-0.855847624,-0.853847624,-0.818847624,-0.774847624,-0.818847624
17.4,-0.819470733,-0.768470733,-0.723470733,-0.724470733,-0.777470733
17.5,-0.779449405,-0.699449405,-0.702449405,-0.700449405,-0.769449405
17.6,-0.735961629,-0.732961629,-0.696961629,-0.666961629,-0.729961629
17.7,-0.689200806,-0.637200806,-0.665200806,-0.599200806,-0.682200806
17.8,-0.639374897,-0.607374897,-0.602374897,-0.621374897,-0.592374897
17.9,-0.586705493,-0.494705493,-0.515705493,-0.522705493,-0.508705493
18,-0.531426831,-0.507426831,-0.467426831,-0.476426831,-0.448426831
18.1,-0.473784752,-0.396784752,-0.433784752,-0.452784752,-0.430784752
18.2,-0.414035607,-0.390035607,-0.332035607,-0.333035607,-0.343035607
18.3,-0.35244512,-0.25344512,-0.25344512,-0.26044512,-0.34844512
18.4,-0.289287201,-0.264287201,-0.254287201,-0.226287201,-0.250287201
18.5,-0.224842735,-0.147842735,-0.156842735,-0.224842735,-0.192842735
18.6,-0.159398324,-0.078398324,-0.068398324,-0.119398324,-0.144398324
18.7,-0.09324502,-0.05724502,-0.08724502,-0.00524502,-0.03024502
18.8,-0.026677027,-0.010677027,-0.016677027,0.070322973,0.052322973
18.9,0.040009607,0.055009607,0.055009607,0.116009607,0.124009607
19,0.106518305,0.201518305,0.128518305,0.179518305,0.182518305
19.1,0.172553285,0.251553285,0.192553285,0.203553285,0.213553285
19.2,0.237820867,0.258820867,0.285820867,0.292820867,0.317820867
19.3,0.302030787,0.369030787,0.306030787,0.328030787,0.382030787
19.4,0.364897485,0.374897485,0.436897485,0.450897485,0.440897485
19.5,0.426141372,0.454141372,0.466141372,0.453141372,0.511141372
19.6,0.485490078,0.520490078,0.561490078,0.582490078,0.531490078
19.7,0.542679662,0.615679662,0.607679662,0.642679662,0.577679662
19.8,0.597455784,0.666455784,0.641455784,0.683455784,0.609455784
19.9,0.649574838,0.699574838,0.713574838,0.720574838,0.650574838
20,0.698805034,0.785805034,0.744805034,0.709805034,0.744805034
20.1,0.744927432,0.768927432,0.749927432,0.834927432,0.843927432
20.2,0.78773691,0.79973691,0.80173691,0.80473691,0.85573691
20.3,0.827043081,0.919043081,0.922043081,0.841043081,0.909043081
20.4,0.86267114,0.91267114,0.94367114,0.90567114,0.86367114
20.5,0.894462637,0.952462637,0.900462637,0.927462637,0.938462637
20.6,0.922276186,1.007276186,0.960276186,0.984276186,1.017276186
20.7,0.945988092,1.026988092,0.969988092,0.963988092,0.954988092
20.8,0.9654929,0.9974929,1.0654929,1.0654929,0.9924929
20.9,0.980703866,0.995703866,1.047703866,0.998703866,1.026703866
21,0.991553344,1.015553344,0.999553344,1.073553344,1.057553344
21.1,0.997993081,1.032993081,1.045993081,1.029993081,1.027993081
21.2,0.999994439,1.051994439,1.047994439,1.092994439,0.999994439
21.3,0.997548516,1.021548516,1.059548516,1.011548516,1.057548516
21.4,0.990666191,1.010666191,1.087666191,1.063666191,1.002666191
21.5,0.979378072,0.979378072,1.030378072,1.008378072,1.079378072
21.6,0.963734359,1.060734359,0.990734359,0.999734359,0.972734359
21.7,0.943804626,0.970804626,1.034804626,1.023804626,1.002804626
21.8,0.919677506,0.958677506,0.973677506,0.950677506,0.944677506
21.9,0.891460299,0.925460299,0.910460299,0.934460299,0.905460299
22,0.859278497,0.911278497,0.944278497,0.937278497,0.937278497
22.1,0.823275221,0.837275221,0.912275221,0.834275221,0.871275221
22.2,0.783610589,0.787610589,0.880610589,0.869610589,0.819610589
22.3,0.740461001,0.814461001,0.778461001,0.835461001,0.757461001
22.4,0.694018358,0.769018358,0.737018358,0.704018358,0.706018358
22.5,0.644489204,0.723489204,0.722489204,0.702489204,0.714489204
22.6,0.59209381,0.66709381,0.61109381,0.61309381,0.63609381
22.7,0.537065193,0.556065193,0.575065193,0.546065193,0.620065193
22.8,0.479648084,0.488648084,0.555648084,0.533648084,0.558648084
22.9,0.420097834,0.421097834,0.443097834,0.451097834,0.426097834
23,0.358679281,0.379679281,0.406679281,0.423679281,0.374679281
23.1,0.295665571,0.309665571,0.306665571,0.298665571,0.365665571
23.2,0.231336947,0.246336947,0.254336947,0.240336947,0.308336947
23.3,0.165979496,0.222979496,0.195979496,0.232979496,0.181979496
23.4,0.099883885,0.186883885,0.158883885,0.176883885,0.128883885
23.5,0.033344059,0.072344059,0.099344059,0.098344059,0.067344059
23.6,-0.033344059,-0.002344059,0.039655941,-0.022344059,-0.002344059
23.7,-0.099883885,-0.003883885,-0.046883885,-0.00888388500000001,-0.020883885
23.8,-0.165979496,-0.068979496,-0.113979496,-0.091979496,-0.151979496
23.9,-0.231336947,-0.230336947,-0.174336947,-0.154336947,-0.134336947
24,-0.295665571,-0.229665571,-0.272665571,-0.264665571,-0.270665571
24.1,-0.358679281,-0.291679281,-0.320679281,-0.311679281,-0.271679281
24.2,-0.420097834,-0.389097834,-0.398097834,-0.368097834,-0.360097834
24.3,-0.479648084,-0.392648084,-0.459648084,-0.419648084,-0.456648084
24.4,-0.537065193,-0.537065193,-0.529065193,-0.463065193,-0.443065193
24.5,-0.59209381,-0.49209381,-0.49909381,-0.51009381,-0.55209381
24.6,-0.644489204,-0.606489204,-0.571489204,-0.551489204,-0.550489204
24.7,-0.694018358,-0.678018358,-0.633018358,-0.694018358,-0.653018358
24.8,-0.740461001,-0.644461001,-0.689461001,-0.718461001,-0.735461001
24.9,-0.783610589,-0.752610589,-0.731610589,-0.746610589,-0.782610589
25,-0.823275221,-0.727275221,-0.798275221,-0.798275221,-0.779275221
25.1,-0.859278497,-0.838278497,-0.800278497,-0.810278497,-0.819278497
25.2,-0.891460299,-0.807460299,-0.891460299,-0.890460299,-0.793460299
25.3,-0.919677506,-0.868677506,-0.836677506,-0.822677506,-0.881677506
25.4,-0.943804626,-0.873804626,-0.845804626,-0.890804626,-0.916804626
25.5,-0.963734359,-0.902734359,-0.940734359,-0.924734359,-0.920734359
25.6,-0.979378072,-0.942378072,-0.940378072,-0.923378072,-0.903378072
25.7,-0.990666191,-0.899666191,-0.933666191,-0.943666191,-0.969666191
25.8,-0.997548516,-0.994548516,-0.938548516,-0.921548516,-0.971548516
25.9,-0.999994439,-0.917994439,-0.907994439,-0.918994439,-0.967994439
26,-0.997993081,-0.968993081,-0.899993081,-0.959993081,-0.901993081
26.1,-0.991553344,-0.960553344,-0.970553344,-0.954553344,-0.913553344
26.2,-0.980703866,-0.942703866,-0.881703866,-0.911703866,-0.889703866
26.3,-0.9654929,-0.9264929,-0.9324929,-0.8654929,-0.9624929
26.4,-0.945988092,-0.932988092,-0.945988092,-0.905988092,-0.913988092
26.5,-0.922276186,-0.879276186,-0.907276186,-0.891276186,-0.897276186
26.6,-0.894462637,-0.834462637,-0.849462637,-0.863462637,-0.814462637
26.7,-0.86267114,-0.84167114,-0.81267114,-0.76667114,-0.77967114
26.8,-0.827043081,-0.766043081,-0.821043081,-0.821043081,-0.746043081
26.9,-0.78773691,-0.70773691,-0.74673691,-0.69973691,-0.76973691
27,-0.744927432,-0.692927432,-0.734927432,-0.682927432,-0.688927432
27.1,-0.698805034,-0.646805034,-0.666805034,-0.673805034,-0.635805034
27.2,-0.649574838,-0.622574838,-0.613574838,-0.593574838,-0.597574838
27.3,-0.597455784,-0.513455784,-0.520455784,-0.597455784,-0.563455784
27.4,-0.542679662,-0.444679662,-0.525679662,-0.471679662,-0.488679662
27.5,-0.485490078,-0.402490078,-0.413490078,-0.462490078,-0.403490078
27.6,-0.426141372,-0.391141372,-0.394141372,-0.333141372,-0.326141372
27.7,-0.364897485,-0.270897485,-0.333897485,-0.306897485,-0.278897485
27.8,-0.302030787,-0.240030787,-0.236030787,-0.249030787,-0.273030787
27.9,-0.237820867,-0.137820867,-0.205820867,-0.141820867,-0.237820867
28,-0.172553285,-0.134553285,-0.086553285,-0.087553285,-0.170553285
28.1,-0.106518305,-0.026518305,-0.076518305,-0.033518305,-0.068518305
28.2,-0.040009607,0.047990393,0.029990393,-0.013009607,-0.016009607
28.3,0.026677027,0.049677027,0.041677027,0.082677027,0.079677027
28.4,0.09324502,0.11424502,0.10124502,0.16324502,0.16124502
28.5,0.159398324,0.230398324,0.248398324,0.237398324,0.170398324
28.6,0.224842735,0.231842735,0.260842735,0.272842735,0.250842735
28.7,0.289287201,0.373287201,0.356287201,0.357287201,0.331287201
28.8,0.35244512,0.43244512,0.42844512,0.44344512,0.43544512
28.9,0.414035607,0.468035607,0.501035607,0.442035607,0.498035607
29,0.473784752,0.516784752,0.556784752,0.508784752,0.568784752
29.1,0.531426831,0.532426831,0.607426831,0.534426831,0.583426831
29.2,0.586705493,0.643705493,0.657705493,0.606705493,0.655705493
29.3,0.639374897,0.646374897,0.728374897,0.699374897,0.710374897
29.4,0.689200806,0.758200806,0.737200806,0.743200806,0.748200806
29.5,0.735961629,0.826961629,0.739961629,0.763961629,0.800961629
29.6,0.779449405,0.860449405,0.813449405,0.806449405,0.864449405
29.7,0.819470733,0.917470733,0.840470733,0.849470733,0.852470733
29.8,0.855847624,0.865847624,0.865847624,0.954847624,0.917847624
29.9,0.8884183,0.9524183,0.9724183,0.9814183,0.9544183
30,0.917037909,0.925037909,0.923037909,0.990037909,0.952037909
30.1,0.941579171,1.027579171,0.990579171,1.005579171,1.000579171
30.2,0.961932942,1.045932942,1.030932942,0.962932942,1.009932942
30.3,0.978008705,0.991008705,1.052008705,1.057008705,1.030008705
30.4,0.989734965,1.037734965,1.015734965,1.047734965,1.089734965
30.5,0.997059571,1.026059571,1.006059571,1.094059571,1.024059571
30.6,0.99994995,1.06994995,1.00294995,1.02594995,1.09694995
30.7,0.998393246,1.049393246,1.075393246,1.026393246,1.027393246
30.8,0.992396383,1.053396383,1.064396383,1.079396383,1.062396383
30.9,0.98198603,1.07898603,1.04198603,1.06898603,1.02598603
31,0.967208486,0.987208486,0.975208486,1.034208486,1.056208486
31.1,0.948129471,0.998129471,1.035129471,1.011129471,0.956129471
31.2,0.924833835,0.929833835,1.024833835,0.977833835,0.975833835
31.3,0.897425181,0.917425181,0.897425181,0.991425181,0.959425181
31.4,0.866025404,0.884025404,0.959025404,0.892025404,0.925025404
31.5,0.830774147,0.926774147,0.914774147,0.836774147,0.841774147
31.6,0.791828185,0.824828185,0.803828185,0.875828185,0.876828185
31.7,0.749360721,0.825360721,0.762360721,0.772360721,0.786360721
31.8,0.703560621,0.748560621,0.794560621,0.723560621,0.731560621
31.9,0.654631573,0.752631573,0.705631573,0.691631573,0.660631573
32,0.602791178,0.668791178,0.675791178,0.701791178,0.607791178
32.1,0.548269987,0.591269987,0.582269987,0.582269987,0.580269987
32.2,0.491310473,0.549310473,0.563310473,0.539310473,0.568310473
32.3,0.432165951,0.467165951,0.512165951,0.518165951,0.479165951
32.4,0.371099455,0.428099455,0.448099455,0.425099455,0.463099455
32.5,0.308382566,0.352382566,0.315382566,0.408382566,0.383382566
32.6,0.244294207,0.261294207,0.334294207,0.343294207,0.254294207
32.7,0.179119396,0.222119396,0.233119396,0.272119396,0.248119396
32.8,0.113147987,0.184147987,0.198147987,0.114147987,0.179147987
32.9,0.046673374,0.081673374,0.139673374,0.123673374,0.066673374
33,-0.020008809,0.049991191,-0.008008809,-0.005008809,0.013991191
33.1,-0.086602007,-0.044602007,-0.015602007,-0.065602007,0.005397993
33.2,-0.15281006,-0.07581006,-0.14381006,-0.13781006,-0.06981006
33.3,-0.218338519,-0.122338519,-0.142338519,-0.218338519,-0.128338519
33.4,-0.282895961,-0.214895961,-0.231895961,-0.275895961,-0.198895961
33.5,-0.346195278,-0.279195278,-0.318195278,-0.276195278,-0.255195278
33.6,-0.407954959,-0.319954959,-0.407954959,-0.337954959,-0.335954959
33.7,-0.46790034,-0.46390034,-0.44690034,-0.42990034,-0.39190034
33.8,-0.525764826,-0.430764826,-0.490764826,-0.519764826,-0.463764826
33.9,-0.581291075,-0.519291075,-0.534291075,-0.513291075,-0.551291075
34,-0.634232145,-0.623232145,-0.604232145,-0.584232145,-0.566232145
34.1,-0.684352591,-0.662352591,-0.592352591,-0.647352591,-0.622352591
34.2,-0.731429513,-0.641429513,-0.689429513,-0.727429513,-0.643429513
34.3,-0.775253545,-0.775253545,-0.774253545,-0.676253545,-0.715253545
34.4,-0.815629788,-0.781629788,-0.718629788,-0.718629788,-0.808629788
34.5,-0.852378676,-0.814378676,-0.814378676,-0.800378676,-0.798378676
34.6,-0.885336776,-0.834336776,-0.880336776,-0.861336776,-0.825336776
34.7,-0.914357514,-0.908357514,-0.852357514,-0.905357514,-0.815357514
34.8,-0.939311825,-0.856311825,-0.874311825,-0.888311825,-0.911311825
34.9,-0.96008873,-0.89608873,-0.90408873,-0.92608873,-0.93408873
35,-0.976595827,-0.878595827,-0.951595827,-0.934595827,-0.904595827
35.1,-0.988759705,-0.909759705,-0.954759705,-0.988759705,-0.929759705
35.2,-0.996526268,-0.926526268,-0.951526268,-0.965526268,-0.956526268
35.3,-0.999860973,-0.917860973,-0.996860973,-0.974860973,-0.971860973
35.4,-0.998748993,-0.943748993,-0.913748993,-0.978748993,-0.956748993
35.5,-0.99319527,-0.91319527,-0.96019527,-0.92519527,-0.93419527
35.6,-0.983224506,-0.944224506,-0.913224506,-0.921224506,-0.915224506
35.7,-0.968881042,-0.966881042,-0.942881042,-0.960881042,-0.927881042
35.8,-0.950228669,-0.861228669,-0.900228669,-0.922228669,-0.859228669
35.9,-0.927350339,-0.922350339,-0.843350339,-0.872350339,-0.880350339
36,-0.9003478,-0.8433478,-0.8873478,-0.8193478,-0.8073478
36.1,-0.869341139,-0.830341139,-0.829341139,-0.862341139,-0.801341139
36.2,-0.834468253,-0.743468253,-0.818468253,-0.774468253,-0.761468253
36.3,-0.795884232,-0.740884232,-0.755884232,-0.714884232,-0.753884232
36.4,-0.753760671,-0.680760671,-0.752760671,-0.752760671,-0.679760671
36.5,-0.708284907,-0.613284907,-0.622284907,-0.628284907,-0.682284907
36.6,-0.659659183,-0.591659183,-0.572659183,-0.571659183,-0.648659183
36.7,-0.608099754,-0.600099754,-0.522099754,-0.583099754,-0.585099754
36.8,-0.55383592,-0.54083592,-0.45383592,-0.51783592,-0.47483592
36.9,-0.497109009,-0.425109009,-0.442109009,-0.427109009,-0.448109009
37,-0.438171303,-0.396171303,-0.339171303,-0.373171303,-0.352171303
37.1,-0.377284915,-0.335284915,-0.356284915,-0.372284915,-0.365284915
37.2,-0.314720626,-0.223720626,-0.300720626,-0.256720626,-0.234720626
37.3,-0.250756678,-0.217756678,-0.170756678,-0.165756678,-0.177756678
37.4,-0.185677539,-0.179677539,-0.177677539,-0.149677539,-0.164677539
37.5,-0.119772635,-0.095772635,-0.090772635,-0.106772635,-0.097772635
37.6,-0.053335066,-0.029335066,0.008664934,-0.021335066,-0.039335066
37.7,0.013339701,0.084339701,0.111339701,0.035339701,0.046339701
37.8,0.079955141,0.118955141,0.119955141,0.107955141,0.107955141
37.9,0.146214997,0.220214997,0.244214997,0.233214997,0.202214997
38,0.21182459,0.28982459,0.24782459,0.25882459,0.27282459
38.1,0.276492135,0.296492135,0.319492135,0.286492135,0.303492135
38.2,0.339930035,0.425930035,0.429930035,0.349930035,0.377930035
38.3,0.401856162,0.468856162,0.478856162,0.489856162,0.428856162
38.4,0.461995112,0.523995112,0.550995112,0.541995112,0.561995112
