x,y
19.500000000,-0.482792203
19.600000000,-0.456629237
19.700000000,-0.430065202
19.800000000,-0.403123429
19.900000000,-0.375827582
20.000000000,-0.348201635
20.100000000,-0.320269854
20.200000000,-0.292056771
20.300000000,-0.263587166
20.400000000,-0.234886046
20.500000000,-0.205978619
20.600000000,-0.176890275
20.700000000,-0.147646564
20.800000000,-0.118273171
20.900000000,-0.088795895
21.000000000,-0.059240628
21.100000000,-0.029633328
21.200000000,0.000000000
21.300000000,0.029633328
21.400000000,0.059240628
21.500000000,0.088795895
21.600000000,0.118273171
21.700000000,0.147646564
21.800000000,0.176890275
21.900000000,0.205978619
22.000000000,0.234886046
22.100000000,0.263587166
22.200000000,0.292056771
22.300000000,0.320269854
22.400000000,0.348201635
22.500000000,0.375827582
22.600000000,0.403123429
22.700000000,0.430065202
22.800000000,0.456629237
22.900000000,0.482792203
23.000000000,0.508531119
23.100000000,0.533823378
23.200000000,0.558646766
23.300000000,0.582979479
23.400000000,0.606800146
23.500000000,0.630087844
23.600000000,0.652822118
23.700000000,0.674983002
23.800000000,0.696551029
23.900000000,0.717507257
24.000000000,0.737833279
24.100000000,0.757511242
24.200000000,0.776523863
24.300000000,0.794854441
24.400000000,0.812486878
24.500000000,0.829405685
24.600000000,0.845596004
24.700000000,0.861043612
24.800000000,0.875734942
24.900000000,0.889657091
25.000000000,0.902797830
25.100000000,0.915145617
25.200000000,0.926689607
25.300000000,0.937419661
25.400000000,0.947326354
25.500000000,0.956400984
25.600000000,0.964635582
25.700000000,0.972022914
25.800000000,0.978556492
25.900000000,0.984230578
26.000000000,0.989040187
26.100000000,0.992981096
26.200000000,0.996049843
26.300000000,0.998243732
26.400000000,0.999560837
26.500000000,1.000000000
26.600000000,0.999560837
26.700000000,0.998243732
26.800000000,0.996049843
26.900000000,0.992981096
27.000000000,0.989040187
27.100000000,0.984230578
27.200000000,0.978556492
27.300000000,0.972022914
27.400000000,0.964635582
27.500000000,0.956400984
27.600000000,0.947326354
27.700000000,0.937419661
27.800000000,0.926689607
27.900000000,0.915145617
28.000000000,0.902797830
28.100000000,0.889657091
28.200000000,0.875734942
28.300000000,0.861043612
28.400000000,0.845596004
28.500000000,0.829405685
28.600000000,0.812486878
28.700000000,0.794854441
28.800000000,0.776523863
28.900000000,0.757511242
29.000000000,0.737833279
29.100000000,0.717507257
29.200000000,0.696551029
29.300000000,0.674983002
29.400000000,0.652822118
29.500000000,0.630087844
29.600000000,0.606800146
29.700000000,0.582979479
29.800000000,0.558646766
29.900000000,0.533823378
30.000000000,0.508531119
30.100000000,0.482792203
30.200000000,0.456629237
30.300000000,0.430065202
30.400000000,0.403123429
30.500000000,0.375827582
30.600000000,0.348201635
30.700000000,0.320269854
30.800000000,0.292056771
30.900000000,0.263587166
31.000000000,0.234886046
31.100000000,0.205978619
31.200000000,0.176890275
31.300000000,0.147646564
31.400000000,0.118273171
31.500000000,0.088795895
31.600000000,0.059240628
31.700000000,0.029633328
31.800000000,0.000000000
31.900000000,-0.029633328
32.000000000,-0.059240628
32.100000000,-0.088795895
32.200000000,-0.118273171
32.300000000,-0.147646564
32.400000000,-0.176890275
32.500000000,-0.205978619
32.600000000,-0.234886046
32.700000000,-0.263587166
32.800000000,-0.292056771
32.900000000,-0.320269854
33.000000000,-0.348201635
33.100000000,-0.375827582
33.200000000,-0.403123429
33.300000000,-0.430065202
33.400000000,-0.456629237
33.500000000,-0.482792203
33.600000000,-0.508531119
33.700000000,-0.533823378
33.800000000,-0.558646766
33.900000000,-0.582979479
34.000000000,-0.606800146
34.100000000,-0.630087844
34.200000000,-0.652822118
34.300000000,-0.674983002
34.400000000,-0.696551029
34.500000000,-0.717507257
34.600000000,-0.737833279
34.700000000,-0.757511242
34.800000000,-0.776523863
34.900000000,-0.794854441
35.000000000,-0.812486878
35.100000000,-0.829405685
35.200000000,-0.845596004
35.300000000,-0.861043612
35.400000000,-0.875734942
35.500000000,-0.889657091
35.600000000,-0.902797830
35.700000000,-0.915145617
35.800000000,-0.926689607
35.900000000,-0.937419661
36.000000000,-0.947326354
36.100000000,-0.956400984
36.200000000,-0.964635582
36.300000000,-0.972022914
36.400000000,-0.978556492
36.500000000,-0.984230578
36.600000000,-0.989040187
36.700000000,-0.992981096
36.800000000,-0.996049843
36.900000000,-0.998243732
37.000000000,-0.999560837
37.100000000,-1.000000000
37.200000000,-0.999560837
37.300000000,-0.998243732
37.400000000,-0.996049843
37.500000000,-0.992981096
37.600000000,-0.989040187
37.700000000,-0.984230578
37.800000000,-0.978556492
37.900000000,-0.972022914
38.000000000,-0.964635582
38.100000000,-0.956400984
38.200000000,-0.947326354
38.300000000,-0.937419661
38.400000000,-0.926689607
38.500000000,-0.915145617
38.600000000,-0.902797830
38.700000000,-0.889657091
38.800000000,-0.875734942
38.900000000,-0.861043612
39.000000000,-0.845596004
39.100000000,-0.829405685
39.200000000,-0.812486878
39.300000000,-0.794854441
39.400000000,-0.776523863
39.500000000,-0.757511242
39.600000000,-0.737833279
39.700000000,-0.717507257
39.800000000,-0.696551029
39.900000000,-0.674983002
40.000000000,-0.652822118
40.100000000,-0.630087844
40.200000000,-0.606800146
40.300000000,-0.582979479
40.400000000,-0.558646766
40.500000000,-0.533823378
40.600000000,-0.508531119
40.700000000,-0.482792203
40.800000000,-0.456629237
40.900000000,-0.430065202
41.000000000,-0.403123429
41.100000000,-0.375827582
41.200000000,-0.348201635
41.300000000,-0.320269854
41.400000000,-0.292056771
41.500000000,-0.263587166
41.600000000,-0.234886046
41.700000000,-0.205978619
41.800000000,-0.176890275
41.900000000,-0.147646564
42.000000000,-0.118273171
42.100000000,-0.088795895
42.200000000,-0.059240628
42.300000000,-0.029633328
42.400000000,0.000000000
42.500000000,0.029633328
42.600000000,0.059240628
42.700000000,0.088795895
42.800000000,0.118273171
42.900000000,0.147646564
43.000000000,0.176890275
43.100000000,0.205978619
43.200000000,0.234886046
43.300000000,0.263587166
43.400000000,0.292056771
43.500000000,0.320269854
43.600000000,0.348201635
43.700000000,0.375827582
43.800000000,0.403123429
43.900000000,0.430065202
44.000000000,0.456629237
44.100000000,0.482792203
44.200000000,0.508531119
44.300000000,0.533823378
44.400000000,0.558646766
44.500000000,0.582979479
44.600000000,0.606800146
44.700000000,0.630087844
44.800000000,0.652822118
44.900000000,0.674983002
45.000000000,0.696551029
45.100000000,0.717507257
45.200000000,0.737833279
45.300000000,0.757511242
45.400000000,0.776523863
45.500000000,0.794854441
45.600000000,0.812486878
45.700000000,0.829405685
45.800000000,0.845596004
45.900000000,0.861043612
46.000000000,0.875734942
46.100000000,0.889657091
46.200000000,0.902797830
46.300000000,0.915145617
46.400000000,0.926689607
46.500000000,0.937419661
46.600000000,0.947326354
46.700000000,0.956400984
46.800000000,0.964635582
46.900000000,0.972022914
47.000000000,0.978556492
47.100000000,0.984230578
47.200000000,0.989040187
47.300000000,0.992981096
47.400000000,0.996049843
47.500000000,0.998243732
47.600000000,0.999560837
47.700000000,1.000000000
47.800000000,0.999560837
47.900000000,0.998243732
48.000000000,0.996049843
48.100000000,0.992981096
48.200000000,0.989040187
48.300000000,0.984230578
48.400000000,0.978556492
48.500000000,0.972022914
48.600000000,0.964635582
48.700000000,0.956400984
48.800000000,0.947326354
48.900000000,0.937419661
49.000000000,0.926689607
49.100000000,0.915145617
49.200000000,0.902797830
49.300000000,0.889657091
49.400000000,0.875734942
49.500000000,0.861043612
49.600000000,0.845596004
49.700000000,0.829405685
49.800000000,0.812486878
49.900000000,0.794854441
50.000000000,0.776523863
50.100000000,0.757511242
50.200000000,0.737833279
50.300000000,0.717507257
50.400000000,0.696551029
50.500000000,0.674983002
50.600000000,0.652822118
50.700000000,0.630087844
50.800000000,0.606800146
50.900000000,0.582979479
51.000000000,0.558646766
51.100000000,0.533823378
51.200000000,0.508531119
51.300000000,0.482792203
51.400000000,0.456629237
51.500000000,0.430065202
51.600000000,0.403123429
51.700000000,0.375827582
51.800000000,0.348201635
51.900000000,0.320269854
52.000000000,0.292056771
52.100000000,0.263587166
52.200000000,0.234886046
52.300000000,0.205978619
52.400000000,0.176890275
52.500000000,0.147646564
52.600000000,0.118273171
52.700000000,0.088795895
52.800000000,0.059240628
52.900000000,0.029633328
53.000000000,0.000000000
53.100000000,-0.029633328
53.200000000,-0.059240628
53.300000000,-0.088795895
53.400000000,-0.118273171
53.500000000,-0.147646564
53.600000000,-0.176890275
53.700000000,-0.205978619
53.800000000,-0.234886046
53.900000000,-0.263587166
54.000000000,-0.292056771
54.100000000,-0.320269854
54.200000000,-0.348201635
54.300000000,-0.375827582
54.400000000,-0.403123429
54.500000000,-0.430065202
54.600000000,-0.456629237
54.700000000,-0.482792203
54.800000000,-0.508531119
54.900000000,-0.533823378
55.000000000,-0.558646766
55.100000000,-0.582979479
55.200000000,-0.606800146
55.300000000,-0.630087844
55.400000000,-0.652822118
55.500000000,-0.674983002
55.600000000,-0.696551029
55.700000000,-0.717507257
55.800000000,-0.737833279
55.900000000,-0.757511242
56.000000000,-0.776523863
56.100000000,-0.794854441
56.200000000,-0.812486878
56.300000000,-0.829405685
56.400000000,-0.845596004
56.500000000,-0.861043612
56.600000000,-0.875734942
56.700000000,-0.889657091
56.800000000,-0.902797830
56.900000000,-0.915145617
57.000000000,-0.926689607
57.100000000,-0.937419661
57.200000000,-0.947326354
57.300000000,-0.956400984
57.400000000,-0.964635582
57.500000000,-0.972022914
57.600000000,-0.978556492
57.700000000,-0.984230578
57.800000000,-0.989040187
57.900000000,-0.992981096
58.000000000,-0.996049843
58.100000000,-0.998243732
58.200000000,-0.999560837
58.300000000,-1.000000000
58.400000000,-0.999560837
58.500000000,-0.998243732
58.600000000,-0.996049843
58.700000000,-0.992981096
58.800000000,-0.989040187
58.900000000,-0.984230578
59.000000000,-0.978556492
59.100000000,-0.972022914
59.200000000,-0.964635582
59.300000000,-0.956400984
59.400000000,-0.947326354
59.500000000,-0.937419661
59.600000000,-0.926689607
59.700000000,-0.915145617
59.800000000,-0.902797830
59.900000000,-0.889657091
60.000000000,-0.875734942
60.100000000,-0.861043612
60.200000000,-0.845596004
60.300000000,-0.829405685
60.400000000,-0.812486878
60.500000000,-0.794854441
60.600000000,-0.776523863
60.700000000,-0.757511242
60.800000000,-0.737833279
60.900000000,-0.717507257
61.000000000,-0.696551029
61.100000000,-0.674983002
61.200000000,-0.652822118
61.300000000,-0.630087844
61.400000000,-0.606800146
61.500000000,-0.582979479
61.600000000,-0.558646766
61.700000000,-0.533823378
61.800000000,-0.508531119
61.900000000,-0.482792203
62.000000000,-0.456629237
62.100000000,-0.430065202
62.200000000,-0.403123429
62.300000000,-0.375827582
62.400000000,-0.348201635
62.500000000,-0.320269854
62.600000000,-0.292056771
62.700000000,-0.263587166
62.800000000,-0.234886046
62.900000000,-0.205978619
63.000000000,-0.176890275
63.100000000,-0.147646564
63.200000000,-0.118273171
63.300000000,-0.088795895
63.400000000,-0.059240628
63.500000000,-0.029633328
63.600000000,0.000000000
63.700000000,0.029633328
63.800000000,0.059240628
63.900000000,0.088795895
64.000000000,0.118273171
64.100000000,0.147646564
64.200000000,0.176890275
64.300000000,0.205978619
64.400000000,0.234886046
64.500000000,0.263587166
64.600000000,0.292056771
64.700000000,0.320269854
64.800000000,0.348201635
64.900000000,0.375827582
65.000000000,0.403123429
65.100000000,0.430065202
65.200000000,0.456629237
65.300000000,0.482792203
65.400000000,0.508531119
65.500000000,0.533823378
65.600000000,0.558646766
65.700000000,0.582979479
65.800000000,0.606800146
65.900000000,0.630087844
66.000000000,0.652822118
66.100000000,0.674983002
66.200000000,0.696551029
66.300000000,0.717507257
66.400000000,0.737833279
66.500000000,0.757511242
66.600000000,0.776523863
66.700000000,0.794854441
66.800000000,0.812486878
66.900000000,0.829405685
67.000000000,0.845596004
67.100000000,0.861043612
67.200000000,0.875734942
67.300000000,0.889657091
67.400000000,0.902797830
67.500000000,0.915145617
67.600000000,0.926689607
67.700000000,0.937419661
67.800000000,0.947326354
67.900000000,0.956400984
68.000000000,0.964635582
68.100000000,0.972022914
68.200000000,0.978556492
68.300000000,0.984230578
68.400000000,0.989040187
68.500000000,0.992981096
68.600000000,0.996049843
68.700000000,0.998243732
68.800000000,0.999560837
68.900000000,1.000000000
69.000000000,0.999560837
69.100000000,0.998243732
69.200000000,0.996049843
69.300000000,0.992981096
69.400000000,0.989040187
69.500000000,0.984230578
69.600000000,0.978556492
69.700000000,0.972022914
69.800000000,0.964635582
69.900000000,0.956400984
70.000000000,0.947326354
70.100000000,0.937419661
70.200000000,0.926689607
70.300000000,0.915145617
70.400000000,0.902797830
70.500000000,0.889657091
70.600000000,0.875734942
70.700000000,0.861043612
70.800000000,0.845596004
70.900000000,0.829405685
71.000000000,0.812486878
71.100000000,0.794854441
71.200000000,0.776523863
71.300000000,0.757511242
71.400000000,0.737833279
71.500000000,0.717507257
71.600000000,0.696551029
71.700000000,0.674983002
71.800000000,0.652822118
71.900000000,0.630087844
72.000000000,0.606800146
72.100000000,0.582979479
72.200000000,0.558646766
72.300000000,0.533823378
72.400000000,0.508531119
72.500000000,0.482792203
72.600000000,0.456629237
72.700000000,0.430065202
72.800000000,0.403123429
72.900000000,0.375827582
73.000000000,0.348201635
73.100000000,0.320269854
73.200000000,0.292056771
73.300000000,0.263587166
73.400000000,0.234886046
73.500000000,0.205978619
73.600000000,0.176890275
73.700000000,0.147646564
73.800000000,0.118273171
73.900000000,0.088795895
74.000000000,0.059240628
74.100000000,0.029633328
74.200000000,0.000000000
74.300000000,-0.029633328
74.400000000,-0.059240628
74.500000000,-0.088795895
74.600000000,-0.118273171
74.700000000,-0.147646564
74.800000000,-0.176890275
74.900000000,-0.205978619
75.000000000,-0.234886046
75.100000000,-0.263587166
75.200000000,-0.292056771
75.300000000,-0.320269854
75.400000000,-0.348201635
75.500000000,-0.375827582
75.600000000,-0.403123429
75.700000000,-0.430065202
75.800000000,-0.456629237
75.900000000,-0.482792203
76.000000000,-0.508531119
76.100000000,-0.533823378
76.200000000,-0.558646766
76.300000000,-0.582979479
76.400000000,-0.606800146
76.500000000,-0.630087844
76.600000000,-0.652822118
76.700000000,-0.674983002
76.800000000,-0.696551029
76.900000000,-0.717507257
77.000000000,-0.737833279
77.100000000,-0.757511242
77.200000000,-0.776523863
77.300000000,-0.794854441
77.400000000,-0.812486878
77.500000000,-0.829405685
77.600000000,-0.845596004
77.700000000,-0.861043612
77.800000000,-0.875734942
77.900000000,-0.889657091
78.000000000,-0.902797830
78.100000000,-0.915145617
78.200000000,-0.926689607
78.300000000,-0.937419661
78.400000000,-0.947326354
78.500000000,-0.956400984
78.600000000,-0.964635582
78.700000000,-0.972022914
78.800000000,-0.978556492
78.900000000,-0.984230578
79.000000000,-0.989040187
79.100000000,-0.992981096
79.200000000,-0.996049843
79.300000000,-0.998243732
79.400000000,-0.999560837
79.500000000,-1.000000000
79.600000000,-0.999560837
79.700000000,-0.998243732
79.800000000,-0.996049843
79.900000000,-0.992981096
80.000000000,-0.989040187
80.100000000,-0.984230578
80.200000000,-0.978556492
80.300000000,-0.972022914
80.400000000,-0.964635582
80.500000000,-0.956400984
80.600000000,-0.947326354
80.700000000,-0.937419661
80.800000000,-0.926689607
80.900000000,-0.915145617
81.000000000,-0.902797830
81.100000000,-0.889657091
81.200000000,-0.875734942
81.300000000,-0.861043612
81.400000000,-0.845596004
81.500000000,-0.829405685
81.600000000,-0.812486878
81.700000000,-0.794854441
81.800000000,-0.776523863
81.900000000,-0.757511242
82.000000000,-0.737833279
82.100000000,-0.717507257
82.200000000,-0.696551029
82.300000000,-0.674983002
82.400000000,-0.652822118
82.500000000,-0.630087844
82.600000000,-0.606800146
82.700000000,-0.582979479
82.800000000,-0.558646766
82.900000000,-0.533823378
83.000000000,-0.508531119
83.100000000,-0.482792203
83.200000000,-0.456629237
83.300000000,-0.430065202
83.400000000,-0.403123429
83.500000000,-0.375827582
83.600000000,-0.348201635
83.700000000,-0.320269854
83.800000000,-0.292056771
83.900000000,-0.263587166
84.000000000,-0.234886046
84.100000000,-0.205978619
84.200000000,-0.176890275
84.300000000,-0.147646564
84.400000000,-0.118273171
84.500000000,-0.088795895
84.600000000,-0.059240628
84.700000000,-0.029633328
84.800000000,0.000000000
84.900000000,0.029633328
85.000000000,0.059240628
85.100000000,0.088795895
85.200000000,0.118273171
85.300000000,0.147646564
85.400000000,0.176890275
85.500000000,0.205978619
85.600000000,0.234886046
85.700000000,0.263587166
85.800000000,0.292056771
85.900000000,0.320269854
86.000000000,0.348201635
86.100000000,0.375827582
86.200000000,0.403123429
86.300000000,0.430065202
86.400000000,0.456629237
86.500000000,0.482792203
86.600000000,0.508531119
86.700000000,0.533823378
86.800000000,0.558646766
86.900000000,0.582979479
87.000000000,0.606800146
87.100000000,0.630087844
87.200000000,0.652822118
87.300000000,0.674983002
87.400000000,0.696551029
87.500000000,0.717507257
87.600000000,0.737833279
87.700000000,0.757511242
87.800000000,0.776523863
87.900000000,0.794854441
88.000000000,0.812486878
88.100000000,0.829405685
88.200000000,0.845596004
88.300000000,0.861043612
88.400000000,0.875734942
88.500000000,0.889657091
88.600000000,0.902797830
88.700000000,0.915145617
88.800000000,0.926689607
88.900000000,0.937419661
89.000000000,0.947326354
89.100000000,0.956400984
89.200000000,0.964635582
89.300000000,0.972022914
89.400000000,0.978556492
89.500000000,0.984230578
89.600000000,0.989040187
89.700000000,0.992981096
89.800000000,0.996049843
89.900000000,0.998243732
90.000000000,0.999560837
90.100000000,1.000000000
90.200000000,0.999560837
90.300000000,0.998243732
90.400000000,0.996049843
90.500000000,0.992981096
90.600000000,0.989040187
90.700000000,0.984230578
90.800000000,0.978556492
90.900000000,0.972022914
91.000000000,0.964635582
91.100000000,0.956400984
91.200000000,0.947326354
91.300000000,0.937419661
91.400000000,0.926689607
91.500000000,0.915145617
91.600000000,0.902797830
91.700000000,0.889657091
91.800000000,0.875734942
91.900000000,0.861043612
92.000000000,0.845596004
92.100000000,0.829405685
92.200000000,0.812486878
92.300000000,0.794854441
92.400000000,0.776523863
92.500000000,0.757511242
92.600000000,0.737833279
92.700000000,0.717507257
92.800000000,0.696551029
92.900000000,0.674983002
93.000000000,0.652822118
93.100000000,0.630087844
93.200000000,0.606800146
93.300000000,0.582979479
93.400000000,0.558646766
93.500000000,0.533823378
93.600000000,0.508531119
93.700000000,0.482792203
93.800000000,0.456629237
93.900000000,0.430065202
94.000000000,0.403123429
94.100000000,0.375827582
94.200000000,0.348201635
94.300000000,0.320269854
94.400000000,0.292056771
94.500000000,0.263587166
94.600000000,0.234886046
94.700000000,0.205978619
94.800000000,0.176890275
94.900000000,0.147646564
95.000000000,0.118273171
95.100000000,0.088795895
95.200000000,0.059240628
95.300000000,0.029633328
95.400000000,0.000000000
95.500000000,-0.029633328
95.600000000,-0.059240628
95.700000000,-0.088795895
95.800000000,-0.118273171
95.900000000,-0.147646564
96.000000000,-0.176890275
96.100000000,-0.205978619
96.200000000,-0.234886046
96.300000000,-0.263587166
96.400000000,-0.292056771
96.500000000,-0.320269854
96.600000000,-0.348201635
96.700000000,-0.375827582
96.800000000,-0.403123429
96.900000000,-0.430065202
97.000000000,-0.456629237
97.100000000,-0.482792203
97.200000000,-0.508531119
97.300000000,-0.533823378
97.400000000,-0.558646766
97.500000000,-0.582979479
97.600000000,-0.606800146
97.700000000,-0.630087844
97.800000000,-0.652822118
97.900000000,-0.674983002
98.000000000,-0.696551029
98.100000000,-0.717507257
98.200000000,-0.737833279
98.300000000,-0.757511242
98.400000000,-0.776523863
98.500000000,-0.794854441
98.600000000,-0.812486878
98.700000000,-0.829405685
98.800000000,-0.845596004
98.900000000,-0.861043612
99.000000000,-0.875734942
99.100000000,-0.889657091
99.200000000,-0.902797830
99.300000000,-0.915145617
99.400000000,-0.926689607
99.500000000,-0.937419661
99.600000000,-0.947326354
99.700000000,-0.956400984
99.800000000,-0.964635582
99.900000000,-0.972022914
100.000000000,-0.978556492
